	text	emotion
6967	Article published.	1
6968	Walking in the dark and thinking about ghost stories.	2
6969	Had an insulting letter from my father.	3
6970	Being misunderstood by friends.	4
6971	Saw someone acting in a false manner in public.	5
6972	Failed in a piblic argument.	6
6973	Promised to do something for other people and did not do it.	7
6974	Finding out I am chosen to collect norms for Chinese aphasia (I á will contribute to China's catching up with the West in á neuropsychology).	1
6975	Finding out in your lecture that a doctor can make misdiagnoses á because of ignorance in neuropsychology.	2
6976	Someone talking about me at my back.	3
6977	Found out that my grandmother might have been misdiagnosed as a á psychiatric patient because the doctor did not know about á neurologism.	4
6978	Some students deliberately disobey me as a class leader.	5
6979	Finding out that China is backward in science.	6
6980	Some students have been calling lecturers nicknames and I was not á able to find out who they were to stop them.	7
6981	Going to a concert.	1
6982	Finding out that a boy I do not like is in love with me.	2
6983	Being told that I have not got a personality.	3
6984	Power cut made me unable to listen to the songs sung by my á favourite pop star.	4
6985	Someone acting stupid in public.	5
6986	Not being able to answer question in a seminar.	6
6987	Said something I should not have said in public.	7
6988	Talking to my close friend.	1
6989	Hearing a strange noise in the biology building.	2
6990	Insulted by other people in the shop.	3
6991	My good friend misunderstood me.	4
6992	Being looked at by someone I do not like.	5
6993	I am chosen for the English lectures instead of my good friend á and people told me that girls are more likely to be chosen.	6
6994	I was not able to explain well to my good friend to make him less á angry.	7
6995	Finding out that the person I love understands me.	1
6996	Watching a horror film.	2
6997	Being mistreated by other people.	3
6998	Deceived by other people and ran into trouble.	4
6999	Saw a selfish person doing a selfish thing.	5
7000	Not doing well in the examn.	6
7001	Finding out that I have misunderstood other people.	7
7002	Hear my name on the list attending the English lectures.	1
7003	Staying alone in the room after midnight and reading horror á stories.	2
7004	Being told that I am a stupid person.	3
7005	My parents failed to visit me as they promised.	4
7006	Some people not cueing in the dining hall.	5
7007	Saw on TV China not winning more gold medals in the Asian á Olympics.	6
7008	Not handing in homework in time.	7
7009	Having a good trip on a boat with good friends.	1
7010	Saw a classmate knocked down by a motorcycle.	2
7011	Being sexually assulted on a bus and noone helped (people only á laughed).	3
7012	Being sexually assulted and told my friends about it (we cried á together).	4
7013	Heard someone boasting his fortune telling and I knew he was á lying.	5
7014	Being criticized by teacher in public.	6
7015	Shouting at my parents because I was angry about something else.	7
7016	Going to see a good film with my best friend.	1
7017	Suddenly found out that I was the lasr one to leave the anatomy á room.	2
7018	Some boys deliberately played tricks on me in the experiments. 	3
7019	Iqam chosen for your lecture and my best friend is not. Now he is á angry with me and I cannot help him.	4
7020	Listening to my roommate boasting about her new clothes.	5
7021	China not winning more gold medals in the Asian Olympics.	6
7022	Not being able to help my friend to study English.	7
7023	Being elected as class leader.	1
7024	Walking in the dark I saw something strange.	2
7025	Your prejudice against psychology students and education students á (not allowing us to go to the medical university lectures).	3
7026	A friend's brother died.	4
7027	A wurm dropped on my head.	5
7028	Not doing well in an examn which was easy.	6
7029	Wrongly accused a classmate.	7
7030	Getting into this university to do medicine.	1
7031	First time in anatomy.	2
7032	Being insulted in public for the wrong reason.	3
7033	Not being chosen for the English lectures (my girl-friend á chosen).	4
7034	My roommate messing up our room.	5
7035	Not doing well in examns which I should do well (English examns).	6
7036	Heard that my girl-friend was chosen for the English lectures and á I was not. I lost my temper and she is very upset now.	7
7037	Success in university entrance examination.	1
7038	I helped someone to do something and was found out.	2
7039	Misunderstood by friends.	3
7040	My mother was ill and my father was not at home.	4
7041	My roommate being nice to a party leader in order to get into the á party.	5
7042	China not doing well in the Asian Olympic games.	6
7043	Not collecting letters for my friend al I promised.	7
7044	Doing well in an examn.	1
7045	Before the examn.	2
7046	Some foreign students playing loud music before the biology á examn.	3
7047	Finding out that the girl I like does not like me.	4
7048	Saw two Canadian students boasting about how rich they are in á Canada.	5
7049	Finding out that China does not have enough foreign currency to á buy books.	6
7050	Calling lecturers nicknames when talking to housemen (They told á ne you are even younger than they are so you should not be giving á public lectures).	7
7051	Had a letter from my father (usually he does not write to me).	1
7052	Being alone in the room at night.	2
7053	Quarreling with classmates.	3
7054	My father told me in the letter that my mother is ill.	4
7055	My roommate talking and shaking her bed at night.	5
7056	Finding out that I was deceived by my friend.	6
7057	A friend came to visit me and I was not there.	7
7058	Finding out my name on the list for English lectures.	1
7059	Walking out from the biology building.	2
7060	Someone told me that I was chosen for English lectures because á the class leader is going out with me (not true).	3
7061	My sister bkoke her leg.	4
7062	Some boys boasting about their ability to tell dirty jokes.	5
7063	Finding out China is backward in science.	6
7064	When some housemen told me a young girl like you should not be á allowed to lecture to consultants, I was too shy to argue against á them.	7
